Seq,DOY,DATE,HOUR,AMF_FC_OLD,FCH4_nmol_OLD,AMF_FCH4_OLD,AMF_FC,FCH4_nmol,AMF_FCH4
16128,307,11/2/2016,24,,,,,,
16129,307.042,11/3/2016,1,,,,,,
16130,307.083,11/3/2016,2,,,,,,
16131,307.125,11/3/2016,3,,,,,,
16132,307.167,11/3/2016,4,,,,,,
16133,307.208,11/3/2016,5,,,,,,
16134,307.25,11/3/2016,6,,,,,,
16135,307.292,11/3/2016,7,,,,,,
16136,307.333,11/3/2016,8,,,,,,
16137,307.375,11/3/2016,9,,,,,,
16138,307.417,11/3/2016,10,,,,,,
16139,307.458,11/3/2016,11,,,,,,
16140,307.5,11/3/2016,12,,,,,,
16141,307.542,11/3/2016,13,,,,,,
16142,307.583,11/3/2016,14,,,,,,
16143,307.625,11/3/2016,15,,,,,,
16144,307.667,11/3/2016,16,,,,,,
16145,307.708,11/3/2016,17,,,,,,
16146,307.75,11/3/2016,18,,,,,,
16147,307.792,11/3/2016,19,,,,,,
16148,307.833,11/3/2016,20,,,,,,
16149,307.875,11/3/2016,21,,,,,,
16150,307.917,11/3/2016,22,,,,,,
16151,307.958,11/3/2016,23,,,,,,
16152,308,11/3/2016,24,,,,,,
16153,308.042,11/4/2016,1,,,,,,
16154,308.083,11/4/2016,2,,,,,,
16155,308.125,11/4/2016,3,,,,,,
16156,308.167,11/4/2016,4,,,,,,
16157,308.208,11/4/2016,5,,,,,,
16158,308.25,11/4/2016,6,,,,,,
16159,308.292,11/4/2016,7,,,,,,
16160,308.333,11/4/2016,8,,,,,,
16161,308.375,11/4/2016,9,,,,,,
16162,308.417,11/4/2016,10,,,,,,
16163,308.458,11/4/2016,11,,,,,,
16164,308.5,11/4/2016,12,,,,,,
16165,308.542,11/4/2016,13,,,,,,
16166,308.583,11/4/2016,14,,,,,,
16167,308.625,11/4/2016,15,,,,,,
16168,308.667,11/4/2016,16,,,,,,
16169,308.708,11/4/2016,17,,,,,,
16170,308.75,11/4/2016,18,,,,,,
16171,308.792,11/4/2016,19,,,,,,
16172,308.833,11/4/2016,20,,,,,,
16173,308.875,11/4/2016,21,,,,,,
16174,308.917,11/4/2016,22,,,,,,
16175,308.958,11/4/2016,23,,,,,,
16176,309,11/4/2016,24,,,,,,
16177,309.042,11/5/2016,1,,,,,,
16178,309.083,11/5/2016,2,,,,,,
16179,309.125,11/5/2016,3,,,,,,
16180,309.167,11/5/2016,4,,,,,,
16181,309.208,11/5/2016,5,,,,,,
16182,309.25,11/5/2016,6,,,,,,
16183,309.292,11/5/2016,7,,,,,,
16184,309.333,11/5/2016,8,,,,,,
16185,309.375,11/5/2016,9,,,,,,
16186,309.417,11/5/2016,10,,,,,,
16187,309.458,11/5/2016,11,,,,,,
16188,309.5,11/5/2016,12,,,,,,
16189,309.542,11/5/2016,13,,,,,,
16190,309.583,11/5/2016,14,,,,,,
16191,309.625,11/5/2016,15,,,,,,
16192,309.667,11/5/2016,16,,,,,,
16193,309.708,11/5/2016,17,,,,,,
16194,309.75,11/5/2016,18,,,,,,
16195,309.792,11/5/2016,19,,,,,,
16196,309.833,11/5/2016,20,,,,,,
16197,309.875,11/5/2016,21,,,,,,
16198,309.917,11/5/2016,22,,,,,,
16199,309.958,11/5/2016,23,,,,,,
16200,310,11/5/2016,24,,,,,,
16201,310.042,11/6/2016,1,,,,,,
16202,310.083,11/6/2016,2,,,,,,
16203,310.125,11/6/2016,3,,,,,,
16204,310.167,11/6/2016,4,,,,,,
16205,310.208,11/6/2016,5,,,,,,
16206,310.25,11/6/2016,6,,,,,,
16207,310.292,11/6/2016,7,,,,,,
16208,310.333,11/6/2016,8,,,,,,
16209,310.375,11/6/2016,9,,,,,,
16210,310.417,11/6/2016,10,,,,,,
16211,310.458,11/6/2016,11,,,,,,
16212,310.5,11/6/2016,12,,,,,,
16213,310.542,11/6/2016,13,,,,,,
16214,310.583,11/6/2016,14,,,,,,
16215,310.625,11/6/2016,15,,,,,,
16216,310.667,11/6/2016,16,,,,,,
16217,310.708,11/6/2016,17,,,,,,
16218,310.75,11/6/2016,18,,,,,,
16219,310.792,11/6/2016,19,,,,,,
16220,310.833,11/6/2016,20,,,,,,
16221,310.875,11/6/2016,21,,,,,,
16222,310.917,11/6/2016,22,,,,,,
16223,310.958,11/6/2016,23,,,,,,
16224,311,11/6/2016,24,,,,,,
16225,311.042,11/7/2016,1,,,,,,
16226,311.083,11/7/2016,2,,,,,,
16227,311.125,11/7/2016,3,,,,,,
16228,311.167,11/7/2016,4,,,,,,
16229,311.208,11/7/2016,5,,,,,,
16230,311.25,11/7/2016,6,,,,,,
16231,311.292,11/7/2016,7,,,,,,
16232,311.333,11/7/2016,8,,,,,,
16233,311.375,11/7/2016,9,,,,,,
16234,311.417,11/7/2016,10,,,,,,
16235,311.458,11/7/2016,11,,,,,,
16236,311.5,11/7/2016,12,,,,,,
16237,311.542,11/7/2016,13,,,,,,
16238,311.583,11/7/2016,14,,,,,,
16239,311.625,11/7/2016,15,,,,,,
16240,311.667,11/7/2016,16,,,,,,
16241,311.708,11/7/2016,17,,,,,,
16242,311.75,11/7/2016,18,,,,,,
16243,311.792,11/7/2016,19,,,,,,
16244,311.833,11/7/2016,20,,,,,,
16245,311.875,11/7/2016,21,,,,,,
16246,311.917,11/7/2016,22,,,,,,
16247,311.958,11/7/2016,23,,,,,,
16248,312,11/7/2016,24,,,,,,
16249,312.042,11/8/2016,1,,,,,,
16250,312.083,11/8/2016,2,,,,,,
16251,312.125,11/8/2016,3,,,,,,
16252,312.167,11/8/2016,4,,,,,,
16253,312.208,11/8/2016,5,,,,,,
16254,312.25,11/8/2016,6,,,,,,
16255,312.292,11/8/2016,7,,,,,,
16256,312.333,11/8/2016,8,,,,,,
16257,312.375,11/8/2016,9,,,,,,
16258,312.417,11/8/2016,10,,,,,,
16259,312.458,11/8/2016,11,,,,,,
16260,312.5,11/8/2016,12,,,,,,
16261,312.542,11/8/2016,13,,,,,,
16262,312.583,11/8/2016,14,,,,,,
16263,312.625,11/8/2016,15,,,,,,
16264,312.667,11/8/2016,16,,,,,,
16265,312.708,11/8/2016,17,,,,,,
16266,312.75,11/8/2016,18,,,,,,
16267,312.792,11/8/2016,19,,,,,,
16268,312.833,11/8/2016,20,,,,,,
16269,312.875,11/8/2016,21,,,,,,
16270,312.917,11/8/2016,22,,,,,,
16271,312.958,11/8/2016,23,,,,,,
16272,313,11/8/2016,24,,,,,,
16273,313.042,11/9/2016,1,,,,,,
16274,313.083,11/9/2016,2,,,,,,
16275,313.125,11/9/2016,3,,,,,,
16276,313.167,11/9/2016,4,,,,,,
16277,313.208,11/9/2016,5,,,,,,
16278,313.25,11/9/2016,6,,,,,,
16279,313.292,11/9/2016,7,,,,,,
16280,313.333,11/9/2016,8,,,,,,
16281,313.375,11/9/2016,9,,,,,,
16282,313.417,11/9/2016,10,,,,,,
16283,313.458,11/9/2016,11,,,,,,
16284,313.5,11/9/2016,12,,,,,,
16285,313.542,11/9/2016,13,,,,,,
16286,313.583,11/9/2016,14,,,,,,
16287,313.625,11/9/2016,15,,,,,,
16288,313.667,11/9/2016,16,,,,,,
16289,313.708,11/9/2016,17,,,,,,
16290,313.75,11/9/2016,18,,,,,,
16291,313.792,11/9/2016,19,,,,,,
16292,313.833,11/9/2016,20,,,,,,
16293,313.875,11/9/2016,21,,,,,,
16294,313.917,11/9/2016,22,,,,,,
16295,313.958,11/9/2016,23,,,,,,
16296,314,11/9/2016,24,,,,,,
16297,314.042,11/10/2016,1,,,,,,
16298,314.083,11/10/2016,2,,,,,,
16299,314.125,11/10/2016,3,,,,,,
16300,314.167,11/10/2016,4,,,,,,
16301,314.208,11/10/2016,5,,,,,,
16302,314.25,11/10/2016,6,,,,,,
16303,314.292,11/10/2016,7,,,,,,
16304,314.333,11/10/2016,8,,,,,,
16305,314.375,11/10/2016,9,,,,,,
16306,314.417,11/10/2016,10,,,,,,
16307,314.458,11/10/2016,11,,,,,,
16308,314.5,11/10/2016,12,,,,,,
16309,314.542,11/10/2016,13,,,,,,
16310,314.583,11/10/2016,14,,,,,,
16311,314.625,11/10/2016,15,,,,,,
16312,314.667,11/10/2016,16,,,,,,
16313,314.708,11/10/2016,17,,,,,,
16314,314.75,11/10/2016,18,,,,,,
16315,314.792,11/10/2016,19,,,,,,
16316,314.833,11/10/2016,20,,,,,,
16317,314.875,11/10/2016,21,,,,,,
16318,314.917,11/10/2016,22,,,,,,
16319,314.958,11/10/2016,23,,,,,,
16320,315,11/10/2016,24,,,,,,
16321,315.042,11/11/2016,1,,,,,,
16322,315.083,11/11/2016,2,,,,,,
16323,315.125,11/11/2016,3,,,,,,
16324,315.167,11/11/2016,4,,,,,,
16325,315.208,11/11/2016,5,,,,,,
16326,315.25,11/11/2016,6,,,,,,
16327,315.292,11/11/2016,7,,,,,,
16328,315.333,11/11/2016,8,,,,,,
16329,315.375,11/11/2016,9,,,,,,
16330,315.417,11/11/2016,10,,,,,,
16331,315.458,11/11/2016,11,,,,,,
16332,315.5,11/11/2016,12,,,,,,
16333,315.542,11/11/2016,13,,,,,,
16334,315.583,11/11/2016,14,,,,,,
16335,315.625,11/11/2016,15,,,,,,
16336,315.667,11/11/2016,16,,,,,,
16337,315.708,11/11/2016,17,,,,,,
16338,315.75,11/11/2016,18,,,,,,
16339,315.792,11/11/2016,19,,,,,,
16340,315.833,11/11/2016,20,,,,,,
16341,315.875,11/11/2016,21,,,,,,
16342,315.917,11/11/2016,22,,,,,,
16343,315.958,11/11/2016,23,,,,,,
16344,316,11/11/2016,24,,,,,,
16345,316.042,11/12/2016,1,,,,,,
16346,316.083,11/12/2016,2,,,,,,
16347,316.125,11/12/2016,3,,,,,,
16348,316.167,11/12/2016,4,,,,,,
16349,316.208,11/12/2016,5,,,,,,
16350,316.25,11/12/2016,6,,,,,,
16351,316.292,11/12/2016,7,,,,,,
16352,316.333,11/12/2016,8,,,,,,
16353,316.375,11/12/2016,9,,,,,,
16354,316.417,11/12/2016,10,,,,,,
16355,316.458,11/12/2016,11,,,,,,
16356,316.5,11/12/2016,12,,,,,,
16357,316.542,11/12/2016,13,,,,,,
16358,316.583,11/12/2016,14,,,,,,
16359,316.625,11/12/2016,15,,,,,,
16360,316.667,11/12/2016,16,,,,,,
16361,316.708,11/12/2016,17,,,,,,
16362,316.75,11/12/2016,18,,,,,,
16363,316.792,11/12/2016,19,,,,,,
16364,316.833,11/12/2016,20,,,,,,
16365,316.875,11/12/2016,21,,,,,,
16366,316.917,11/12/2016,22,,,,,,
16367,316.958,11/12/2016,23,,,,,,
16368,317,11/12/2016,24,,,,,,
16369,317.042,11/13/2016,1,,,,,,
16370,317.083,11/13/2016,2,,,,,,
16371,317.125,11/13/2016,3,,,,,,
16372,317.167,11/13/2016,4,,,,,,
16373,317.208,11/13/2016,5,,,,,,
16374,317.25,11/13/2016,6,,,,,,
16375,317.292,11/13/2016,7,,,,,,
16376,317.333,11/13/2016,8,,,,,,
16377,317.375,11/13/2016,9,,,,,,
16378,317.417,11/13/2016,10,,,,,,
16379,317.458,11/13/2016,11,,,,,,
16380,317.5,11/13/2016,12,,,,,,
16381,317.542,11/13/2016,13,,,,,,
16382,317.583,11/13/2016,14,,,,,,
16383,317.625,11/13/2016,15,,,,,,
16384,317.667,11/13/2016,16,,,,,,
16385,317.708,11/13/2016,17,,,,,,
16386,317.75,11/13/2016,18,,,,,,
16387,317.792,11/13/2016,19,,,,,,
16388,317.833,11/13/2016,20,,,,,,
16389,317.875,11/13/2016,21,,,,,,
16390,317.917,11/13/2016,22,,,,,,
16391,317.958,11/13/2016,23,,,,,,
16392,318,11/13/2016,24,,,,,,
16393,318.042,11/14/2016,1,,,,,,
16394,318.083,11/14/2016,2,,,,,,
16395,318.125,11/14/2016,3,,,,,,
16396,318.167,11/14/2016,4,,,,,,
16397,318.208,11/14/2016,5,,,,,,
16398,318.25,11/14/2016,6,,,,,,
16399,318.292,11/14/2016,7,,,,,,
16400,318.333,11/14/2016,8,,,,,,
16401,318.375,11/14/2016,9,,,,,,
16402,318.417,11/14/2016,10,,,,,,
16403,318.458,11/14/2016,11,,,,,,
16404,318.5,11/14/2016,12,,,,,,
16405,318.542,11/14/2016,13,,,,,,
16406,318.583,11/14/2016,14,,,,,,
16407,318.625,11/14/2016,15,,,,,,
16408,318.667,11/14/2016,16,,,,,,
16409,318.708,11/14/2016,17,,,,,,
16410,318.75,11/14/2016,18,,,,,,
16411,318.792,11/14/2016,19,,,,,,
16412,318.833,11/14/2016,20,,,,,,
16413,318.875,11/14/2016,21,,,,,,
16414,318.917,11/14/2016,22,,,,,,
16415,318.958,11/14/2016,23,,,,,,
16416,319,11/14/2016,24,,,,,,
16417,319.042,11/15/2016,1,,,,,,
16418,319.083,11/15/2016,2,,,,,,
16419,319.125,11/15/2016,3,,,,,,
16420,319.167,11/15/2016,4,,,,,,
16421,319.208,11/15/2016,5,,,,,,
16422,319.25,11/15/2016,6,,,,,,
16423,319.292,11/15/2016,7,,,,,,
16424,319.333,11/15/2016,8,,,,,,
16425,319.375,11/15/2016,9,,,,,,
16426,319.417,11/15/2016,10,,,,,,
16427,319.458,11/15/2016,11,,,,,,
16428,319.5,11/15/2016,12,,,,,,
16429,319.542,11/15/2016,13,,,,,,
16430,319.583,11/15/2016,14,,,,,,
16431,319.625,11/15/2016,15,,,,,,
16432,319.667,11/15/2016,16,,,,,,
16433,319.708,11/15/2016,17,,,,,,
16434,319.75,11/15/2016,18,,,,,,
16435,319.792,11/15/2016,19,,,,,,
16436,319.833,11/15/2016,20,,,,,,
16437,319.875,11/15/2016,21,,,,,,
16438,319.917,11/15/2016,22,,,,,,
16439,319.958,11/15/2016,23,,,,,,
16440,320,11/15/2016,24,,,,,,
16441,320.042,11/16/2016,1,,,,,,
16442,320.083,11/16/2016,2,,,,,,
16443,320.125,11/16/2016,3,,,,,,
16444,320.167,11/16/2016,4,,,,,,
16445,320.208,11/16/2016,5,,,,,,
16446,320.25,11/16/2016,6,,,,,,
16447,320.292,11/16/2016,7,,,,,,
16448,320.333,11/16/2016,8,,,,,,
16449,320.375,11/16/2016,9,,,,,,
16450,320.417,11/16/2016,10,,,,,,
16451,320.458,11/16/2016,11,,,,,,
16452,320.5,11/16/2016,12,,,,,,
16453,320.542,11/16/2016,13,,,,,,
16454,320.583,11/16/2016,14,,,,,,
16455,320.625,11/16/2016,15,,,,,,
16456,320.667,11/16/2016,16,,,,,,
16457,320.708,11/16/2016,17,,,,,,
16458,320.75,11/16/2016,18,,,,,,
16459,320.792,11/16/2016,19,,,,,,
16460,320.833,11/16/2016,20,,,,,,
16461,320.875,11/16/2016,21,,,,,,
16462,320.917,11/16/2016,22,,,,,,
16463,320.958,11/16/2016,23,,,,,,
16464,321,11/16/2016,24,,,,,,
16465,321.042,11/17/2016,1,,,,,,
16466,321.083,11/17/2016,2,,,,,,
16467,321.125,11/17/2016,3,,,,,,
16468,321.167,11/17/2016,4,,,,,,
16469,321.208,11/17/2016,5,,,,,,
16470,321.25,11/17/2016,6,,,,,,
16471,321.292,11/17/2016,7,,,,,,
16472,321.333,11/17/2016,8,,,,,,
16473,321.375,11/17/2016,9,,,,,,
16474,321.417,11/17/2016,10,,,,,,
16475,321.458,11/17/2016,11,,,,,,
16476,321.5,11/17/2016,12,,,,,,
16477,321.542,11/17/2016,13,,,,,,
16478,321.583,11/17/2016,14,,,,,,
16479,321.625,11/17/2016,15,,,,,,
16480,321.667,11/17/2016,16,,,,,,
16481,321.708,11/17/2016,17,,,,,,
16482,321.75,11/17/2016,18,,,,,,
16483,321.792,11/17/2016,19,,,,,,
16484,321.833,11/17/2016,20,,,,,,
16485,321.875,11/17/2016,21,,,,,,
16486,321.917,11/17/2016,22,,,,,,
16487,321.958,11/17/2016,23,,,,,,
16488,322,11/17/2016,24,,,,,,
16489,322.042,11/18/2016,1,,,,,,
16490,322.083,11/18/2016,2,,,,,,
16491,322.125,11/18/2016,3,,,,,,
16492,322.167,11/18/2016,4,,,,,,
16493,322.208,11/18/2016,5,,,,,,
16494,322.25,11/18/2016,6,,,,,,
16495,322.292,11/18/2016,7,,,,,,
16496,322.333,11/18/2016,8,,,,,,
16497,322.375,11/18/2016,9,,,,,,
16498,322.417,11/18/2016,10,,,,,,
16499,322.458,11/18/2016,11,,,,,,
16500,322.5,11/18/2016,12,,,,,,
16501,322.542,11/18/2016,13,,,,,,
16502,322.583,11/18/2016,14,,,,,,
16503,322.625,11/18/2016,15,,,,,,
16504,322.667,11/18/2016,16,,,,,,
16505,322.708,11/18/2016,17,,,,,,
16506,322.75,11/18/2016,18,,,,,,
16507,322.792,11/18/2016,19,,,,,,
16508,322.833,11/18/2016,20,,,,,,
16509,322.875,11/18/2016,21,,,,,,
16510,322.917,11/18/2016,22,,,,,,
16511,322.958,11/18/2016,23,,,,,,
16512,323,11/18/2016,24,,,,,,
16513,323.042,11/19/2016,1,,,,,,
16514,323.083,11/19/2016,2,,,,,,
16515,323.125,11/19/2016,3,,,,,,
16516,323.167,11/19/2016,4,,,,,,
16517,323.208,11/19/2016,5,,,,,,
16518,323.25,11/19/2016,6,,,,,,
16519,323.292,11/19/2016,7,,,,,,
16520,323.333,11/19/2016,8,,,,,,
16521,323.375,11/19/2016,9,,,,,,
16522,323.417,11/19/2016,10,,,,,,
16523,323.458,11/19/2016,11,,,,,,
16524,323.5,11/19/2016,12,,,,,,
16525,323.542,11/19/2016,13,,,,,,
16526,323.583,11/19/2016,14,,,,,,
16527,323.625,11/19/2016,15,,,,,,
16528,323.667,11/19/2016,16,,,,,,
16529,323.708,11/19/2016,17,,,,,,
16530,323.75,11/19/2016,18,,,,,,
16531,323.792,11/19/2016,19,,,,,,
16532,323.833,11/19/2016,20,,,,,,
16533,323.875,11/19/2016,21,,,,,,
16534,323.917,11/19/2016,22,,,,,,
16535,323.958,11/19/2016,23,,,,,,
16536,324,11/19/2016,24,,,,,,
16537,324.042,11/20/2016,1,,,,,,
16538,324.083,11/20/2016,2,,,,,,
16539,324.125,11/20/2016,3,,,,,,
16540,324.167,11/20/2016,4,,,,,,
16541,324.208,11/20/2016,5,,,,,,
16542,324.25,11/20/2016,6,,,,,,
16543,324.292,11/20/2016,7,,,,,,
16544,324.333,11/20/2016,8,,,,,,
16545,324.375,11/20/2016,9,,,,,,
16546,324.417,11/20/2016,10,,,,,,
16547,324.458,11/20/2016,11,,,,,,
16548,324.5,11/20/2016,12,,,,,,
16549,324.542,11/20/2016,13,,,,,,
16550,324.583,11/20/2016,14,,,,,,
16551,324.625,11/20/2016,15,,,,,,
16552,324.667,11/20/2016,16,,,,,,
16553,324.708,11/20/2016,17,,,,,,
16554,324.75,11/20/2016,18,,,,,,
16555,324.792,11/20/2016,19,,,,,,
16556,324.833,11/20/2016,20,,,,,,
16557,324.875,11/20/2016,21,,,,,,
16558,324.917,11/20/2016,22,,,,,,
16559,324.958,11/20/2016,23,,,,,,
16560,325,11/20/2016,24,,,,,,
16561,325.042,11/21/2016,1,,,,,,
16562,325.083,11/21/2016,2,,,,,,
16563,325.125,11/21/2016,3,,,,,,
16564,325.167,11/21/2016,4,,,,,,
16565,325.208,11/21/2016,5,,,,,,
16566,325.25,11/21/2016,6,,,,,,
16567,325.292,11/21/2016,7,,,,,,
16568,325.333,11/21/2016,8,,,,,,
16569,325.375,11/21/2016,9,,,,,,
16570,325.417,11/21/2016,10,,,,,,
16571,325.458,11/21/2016,11,,,,,,
16572,325.5,11/21/2016,12,,,,,,
16573,325.542,11/21/2016,13,,,,,,
16574,325.583,11/21/2016,14,,,,,,
16575,325.625,11/21/2016,15,,,,,,
16576,325.667,11/21/2016,16,,,,,,
16577,325.708,11/21/2016,17,,,,,,
16578,325.75,11/21/2016,18,,,,,,
16579,325.792,11/21/2016,19,,,,,,
16580,325.833,11/21/2016,20,,,,,,
16581,325.875,11/21/2016,21,,,,,,
16582,325.917,11/21/2016,22,,,,,,
16583,325.958,11/21/2016,23,,,,,,
16584,326,11/21/2016,24,,,,,,
16585,326.042,11/22/2016,1,,,,,,
16586,326.083,11/22/2016,2,,,,,,
16587,326.125,11/22/2016,3,,,,,,
16588,326.167,11/22/2016,4,,,,,,
16589,326.208,11/22/2016,5,,,,,,
16590,326.25,11/22/2016,6,,,,,,
16591,326.292,11/22/2016,7,,,,,,
16592,326.333,11/22/2016,8,,,,,,
16593,326.375,11/22/2016,9,,,,,,
16594,326.417,11/22/2016,10,,,,,,
16595,326.458,11/22/2016,11,,,,,,
16596,326.5,11/22/2016,12,,,,,,
16597,326.542,11/22/2016,13,,,,,,
16598,326.583,11/22/2016,14,,,,,,
16599,326.625,11/22/2016,15,,,,,,
16600,326.667,11/22/2016,16,,,,,,
16601,326.708,11/22/2016,17,,,,,,
16602,326.75,11/22/2016,18,,,,,,
16603,326.792,11/22/2016,19,,,,,,
16604,326.833,11/22/2016,20,,,,,,
16605,326.875,11/22/2016,21,,,,,,
16606,326.917,11/22/2016,22,,,,,,
16607,326.958,11/22/2016,23,,,,,,
16608,327,11/22/2016,24,,,,,,
16609,327.042,11/23/2016,1,,,,,,
16610,327.083,11/23/2016,2,,,,,,
16611,327.125,11/23/2016,3,,,,,,
16612,327.167,11/23/2016,4,,,,,,
16613,327.208,11/23/2016,5,,,,,,
16614,327.25,11/23/2016,6,,,,,,
16615,327.292,11/23/2016,7,,,,,,
16616,327.333,11/23/2016,8,,,,,,
16617,327.375,11/23/2016,9,,,,,,
16618,327.417,11/23/2016,10,,,,,,
16619,327.458,11/23/2016,11,,,,,,
16620,327.5,11/23/2016,12,,,,,,
16621,327.542,11/23/2016,13,,,,,,
16622,327.583,11/23/2016,14,,,,,,
16623,327.625,11/23/2016,15,,,,,,
16624,327.667,11/23/2016,16,,,,,,
16625,327.708,11/23/2016,17,,,,,,
16626,327.75,11/23/2016,18,,,,,,
16627,327.792,11/23/2016,19,,,,,,
16628,327.833,11/23/2016,20,,,,,,
16629,327.875,11/23/2016,21,,,,,,
16630,327.917,11/23/2016,22,,,,,,
16631,327.958,11/23/2016,23,,,,,,
16632,328,11/23/2016,24,,,,,,
16633,328.042,11/24/2016,1,,,,,,
16634,328.083,11/24/2016,2,,,,,,
16635,328.125,11/24/2016,3,,,,,,
16636,328.167,11/24/2016,4,,,,,,
16637,328.208,11/24/2016,5,,,,,,
16638,328.25,11/24/2016,6,,,,,,
16639,328.292,11/24/2016,7,,,,,,
16640,328.333,11/24/2016,8,,,,,,
16641,328.375,11/24/2016,9,,,,,,
16642,328.417,11/24/2016,10,,,,,,
16643,328.458,11/24/2016,11,,,,,,
16644,328.5,11/24/2016,12,,,,,,
16645,328.542,11/24/2016,13,,,,,,
16646,328.583,11/24/2016,14,,,,,,
16647,328.625,11/24/2016,15,,,,,,
16648,328.667,11/24/2016,16,,,,,,
16649,328.708,11/24/2016,17,,,,,,
16650,328.75,11/24/2016,18,,,,,,
16651,328.792,11/24/2016,19,,,,,,
16652,328.833,11/24/2016,20,,,,,,
16653,328.875,11/24/2016,21,,,,,,
16654,328.917,11/24/2016,22,,,,,,
16655,328.958,11/24/2016,23,,,,,,
16656,329,11/24/2016,24,,,,,,
16657,329.042,11/25/2016,1,,,,,,
16658,329.083,11/25/2016,2,,,,,,
16659,329.125,11/25/2016,3,,,,,,
16660,329.167,11/25/2016,4,,,,,,
16661,329.208,11/25/2016,5,,,,,,
16662,329.25,11/25/2016,6,,,,,,
16663,329.292,11/25/2016,7,,,,,,
16664,329.333,11/25/2016,8,,,,,,
16665,329.375,11/25/2016,9,,,,,,
16666,329.417,11/25/2016,10,,,,,,
16667,329.458,11/25/2016,11,,,,,,
16668,329.5,11/25/2016,12,,,,,,
16669,329.542,11/25/2016,13,,,,,,
16670,329.583,11/25/2016,14,,,,,,
16671,329.625,11/25/2016,15,,,,,,
16672,329.667,11/25/2016,16,,,,,,
16673,329.708,11/25/2016,17,,,,,,
16674,329.75,11/25/2016,18,,,,,,
16675,329.792,11/25/2016,19,,,,,,
16676,329.833,11/25/2016,20,,,,,,
16677,329.875,11/25/2016,21,,,,,,
16678,329.917,11/25/2016,22,,,,,,
16679,329.958,11/25/2016,23,,,,,,
16680,330,11/25/2016,24,,,,,,
16681,330.042,11/26/2016,1,,,,,,
16682,330.083,11/26/2016,2,,,,,,
16683,330.125,11/26/2016,3,,,,,,
16684,330.167,11/26/2016,4,,,,,,
16685,330.208,11/26/2016,5,,,,,,
16686,330.25,11/26/2016,6,,,,,,
16687,330.292,11/26/2016,7,,,,,,
16688,330.333,11/26/2016,8,,,,,,
16689,330.375,11/26/2016,9,,,,,,
16690,330.417,11/26/2016,10,,,,,,
16691,330.458,11/26/2016,11,,,,,,
16692,330.5,11/26/2016,12,,,,,,
16693,330.542,11/26/2016,13,,,,,,
16694,330.583,11/26/2016,14,,,,,,
16695,330.625,11/26/2016,15,,,,,,
16696,330.667,11/26/2016,16,,,,,,
16697,330.708,11/26/2016,17,,,,,,
16698,330.75,11/26/2016,18,,,,,,
16699,330.792,11/26/2016,19,,,,,,
16700,330.833,11/26/2016,20,,,,,,
16701,330.875,11/26/2016,21,,,,,,
16702,330.917,11/26/2016,22,,,,,,
16703,330.958,11/26/2016,23,,,,,,
16704,331,11/26/2016,24,,,,,,
16705,331.042,11/27/2016,1,,,,,,
16706,331.083,11/27/2016,2,,,,,,
16707,331.125,11/27/2016,3,,,,,,
16708,331.167,11/27/2016,4,,,,,,
16709,331.208,11/27/2016,5,,,,,,
16710,331.25,11/27/2016,6,,,,,,
16711,331.292,11/27/2016,7,,,,,,
16712,331.333,11/27/2016,8,,,,,,
16713,331.375,11/27/2016,9,,,,,,
16714,331.417,11/27/2016,10,,,,,,
16715,331.458,11/27/2016,11,,,,,,
16716,331.5,11/27/2016,12,,,,,,
16717,331.542,11/27/2016,13,,,,,,
16718,331.583,11/27/2016,14,,,,,,
16719,331.625,11/27/2016,15,,,,,,
16720,331.667,11/27/2016,16,,,,,,
16721,331.708,11/27/2016,17,,,,,,
16722,331.75,11/27/2016,18,,,,,,
16723,331.792,11/27/2016,19,,,,,,
16724,331.833,11/27/2016,20,,,,,,
16725,331.875,11/27/2016,21,,,,,,
16726,331.917,11/27/2016,22,,,,,,
16727,331.958,11/27/2016,23,,,,,,
16728,332,11/27/2016,24,,,,,,
16729,332.042,11/28/2016,1,,,,,,
16730,332.083,11/28/2016,2,,,,,,
16731,332.125,11/28/2016,3,,,,,,
16732,332.167,11/28/2016,4,,,,,,
16733,332.208,11/28/2016,5,,,,,,
16734,332.25,11/28/2016,6,,,,,,
16735,332.292,11/28/2016,7,,,,,,
16736,332.333,11/28/2016,8,,,,,,
16737,332.375,11/28/2016,9,,,,,,
16738,332.417,11/28/2016,10,,,,,,
16739,332.458,11/28/2016,11,,,,,,
16740,332.5,11/28/2016,12,,,,,,
16741,332.542,11/28/2016,13,,,,,,
16742,332.583,11/28/2016,14,,,,,,
16743,332.625,11/28/2016,15,,,,,,
16744,332.667,11/28/2016,16,,,,,,
16745,332.708,11/28/2016,17,,,,,,
16746,332.75,11/28/2016,18,,,,,,
16747,332.792,11/28/2016,19,,,,,,
16748,332.833,11/28/2016,20,,,,,,
16749,332.875,11/28/2016,21,,,,,,
16750,332.917,11/28/2016,22,,,,,,
16751,332.958,11/28/2016,23,,,,,,
16752,333,11/28/2016,24,,,,,,
16753,333.042,11/29/2016,1,,,,,,
16754,333.083,11/29/2016,2,,,,,,
16755,333.125,11/29/2016,3,,,,,,
16756,333.167,11/29/2016,4,,,,,,
16757,333.208,11/29/2016,5,,,,,,
16758,333.25,11/29/2016,6,,,,,,
16759,333.292,11/29/2016,7,,,,,,
16760,333.333,11/29/2016,8,,,,,,
16761,333.375,11/29/2016,9,,,,,,
16762,333.417,11/29/2016,10,,,,,,
