Columns ,Chamber_ID,Location_ID,Timestamp_Begin,Timestamp_End,Flux_CO2,Flux_SE_CO2,CrvFit_CO2,R2_CO2,CO2_Error,Flux_CH4_diffusive,Flux_CH4_ebullition,Flux_CH4,Flux_SE_CH4,CrvFit_CH4_diffusive,R2_CH4,CH4_Error,Tair,Atm_pressure,Notes
Sample,May_17_V1,V1,20230523171935,20230523172135,-2.753101,0.869672,Exp:HutchisonMosier,0.967494,,0.030002,0.055306,0.085308,3.525714,Exp:HutchisonMosier_noEbullition,0.797275,,21.85,1,
Sample,May_17_V2,V2,20230523172210,20230523172410,-3.251956,1.173473,Exp:HutchisonMosier,0.949594,,0.059594,0.013951,0.073545,2.733708,Exp:HutchisonMosier_noEbullition,0.963491,,21.5,1,
Sample,May_17_V3,V3,20230523172440,20230523172640,-1.913477,1.834777,Exp:HutchisonMosier,0.708745,,0.02656,0,0.02656,1.139052,Exp:HutchisonMosier_noEbullition,0.966837,,20,1,
Sample,May_18_O1,O1,20230523183515,20230523183715,1.534608,0.176569,Exp:HutchisonMosier,0.98953,,0.009017,0.071553,0.08057,1.089803,Exp:HutchisonMosier_noEbullition,0.812353,,21.45,1,
Sample,May_18_O2,O2,20230523183745,20230523183945,1.511208,0.308544,Exp:HutchisonMosier,0.963845,,0.023217,0.00465,0.027867,0.960429,Exp:HutchisonMosier_noEbullition,0.955536,,20.7,1,
Sample,May_18_O3,O3,20230523184940,20230523185140,4.290649,0.264332,Exp:HutchisonMosier,0.947817,,0.003711,0.001973,0.005684,0.657764,Exp:HutchisonMosier_noEbullition,0.615393,,17.4,1,
Sample,May_18_V1,V1,20230523184125,20230523184325,-0.777251,0.500808,Exp:HutchisonMosier,0.839876,,0.06288,0.01806,0.08094,1.615573,Exp:HutchisonMosier_noEbullition,0.971303,,18.05,1,
Sample,May_18_V2,V2,20230523184400,20230523184600,-0.654691,0.540905,Exp:HutchisonMosier,0.748659,,0.091799,0.04151,0.133309,1.576872,Exp:HutchisonMosier_noEbullition,0.979023,,17.6,1,
Sample,May_18_V3,V3,20230523184645,20230523184845,-0.575705,0.2042,Exp:HutchisonMosier,0.85541,,0.041385,0.006918,0.048303,1.72351,Exp:HutchisonMosier_noEbullition,0.959155,,17.3,1,
Sample,May_19_O1,O1,20230523190100,20230523190300,1.194895,0.217361,Exp:HutchisonMosier,0.979492,,0.025942,0.025242,0.051184,1.871126,Exp:HutchisonMosier_noEbullition,0.916841,,18.75,1,
Sample,May_19_O2,O2,20230523190335,20230523190535,1.780024,0.207046,Exp:HutchisonMosier,0.984257,,0.04222,0.000019,0.042239,0.669525,Exp:HutchisonMosier_noEbullition,0.988831,,19.25,1,
Sample,May_19_O3,O3,20230523191530,20230523191730,0.48732,0.139354,Exp:HutchisonMosier,0.959486,,0.01484,0.03493,0.04977,0.9818,Exp:HutchisonMosier_noEbullition,0.926549,,17.95,1,
Sample,May_19_V1,V1,20230523190735,20230523190935,-0.420773,0.421721,Exp:HutchisonMosier,0.670435,,0.017389,0.032116,0.049505,1.936873,Exp:HutchisonMosier_noEbullition,0.816283,,17.15,1,
Sample,May_19_V2,V2,20230523191015,20230523191215,5.145013,0.285308,Exp:HutchisonMosier,0.245624,,0.003773,0.113534,0.117307,1.939267,Exp:HutchisonMosier_noEbullition,0.179882,,18.4,1,
Sample,May_19_V3,V3,20230523191250,20230523191450,0.973417,0.34606,Exp:HutchisonMosier,0.129206,,0.049195,0.010446,0.059641,1.683414,Exp:HutchisonMosier_noEbullition,0.915857,,17.6,1,
Sample,June_7_O1,O1,20230607071105,20230607071305,0.849917,0.529441,Exp:HutchisonMosier,0.724328,,-0.002528,2.025371,2.022843,1.470779,Exp:HutchisonMosier_noEbullition,0.085468,,14.3,1,
Sample,June_7_O2,O2,20230607071505,20230607071705,2.095603,1.054868,Exp:HutchisonMosier,0.160334,,2.197931,0.291299,2.48923,58.7616,Exp:HutchisonMosier_noEbullition,0.813089,,14.15,1,
Sample,June_7_O3,O3,20230607072745,20230607072945,1.440675,0.174417,Exp:HutchisonMosier,0.981209,,0.027871,0.019987,0.047858,1.404331,Exp:HutchisonMosier_noEbullition,0.955534,,11.95,1,
Sample,June_7_V1,V1,20230607071935,20230607072135,3.630672,0.207344,Exp:HutchisonMosier,0.989771,,0.010046,0.73294,0.742986,0.741479,Exp:HutchisonMosier_noEbullition,0.882135,,11.8,1,
Sample,June_7_V2,V2,20230607072210,20230607072410,-6.747995,0.13833,Exp:HutchisonMosier,0.812244,,0.032724,0.221197,0.253921,1.297752,Exp:HutchisonMosier_noEbullition,0.95655,,12,1,
Sample,June_7_V3,V3,20230607072450,20230607072650,-0.092014,0.706058,Exp:HutchisonMosier,0.04827,,0.101221,0.368784,0.470005,0.968255,Exp:HutchisonMosier_noEbullition,0.595285,,12.05,1,
Sample,June_8_O1,O1,20230607081330,20230607081530,1.286185,0.149918,Exp:HutchisonMosier,0.96095,,0.021763,0.288827,0.31059,0.239293,Exp:HutchisonMosier_noEbullition,0.980048,,15.6,1,
Sample,June_8_O2,O2,20230607081620,20230607081820,-9999,-9999,-9999,-9999,,1.710186,0.592779,2.302965,27.169311,Exp:HutchisonMosier_noEbullition,0.885754,,15.15,1,bad methane
Sample,June_8_O3,O3,20230607082930,20230607083130,0.897144,0.140615,Exp:HutchisonMosier,0.976608,,0.037807,0.068292,0.106099,1.001603,Exp:HutchisonMosier_noEbullition,0.95759,,8.05,1,
Sample,June_8_V1,V1,20230607082030,20230607082230,-1.245474,0.950247,Exp:HutchisonMosier,0.768292,,0.033985,0.180751,0.214736,6.701767,Exp:HutchisonMosier_noEbullition,0.90118,,13.35,1,
Sample,June_8_V2,V2,20230607082315,20230607082515,-1.726265,1.612446,Exp:HutchisonMosier,0.779489,,0.03133,0.325921,0.357251,1.194781,Exp:HutchisonMosier_noEbullition,0.947879,,14.05,1,
Sample,June_8_V3,V3,20230607082550,20230607082750,-3.594914,0.38798,Exp:HutchisonMosier,0.994581,,0.032181,0.248247,0.280428,1.341359,Exp:HutchisonMosier_noEbullition,0.956265,,13.6,1,
Sample,June_9_O1,O1,20230607091405,20230607091605,1.198915,0.172306,Exp:HutchisonMosier,0.984764,,0.017967,0,0.017967,0.28722,Exp:HutchisonMosier_noEbullition,0.991146,,17.85,1,
Sample,June_9_O2,O2,20230607091650,20230607091850,1.837169,0.231886,Exp:HutchisonMosier,0.970469,,0.020279,0.131493,0.151772,0.728175,Exp:HutchisonMosier_noEbullition,0.978312,,17.3,1,
Sample,June_9_O3,O3,20230607092830,20230607093030,1.302451,0.176569,Exp:HutchisonMosier,0.977916,,0.041802,0.015059,0.056861,0.798125,Exp:HutchisonMosier_noEbullition,0.986616,,16.2,1,
Sample,June_9_V1,V1,20230607092040,20230607092240,-3.815606,0.370055,Exp:HutchisonMosier,0.995297,,0.019111,0.230755,0.249866,2.463349,Exp:HutchisonMosier_noEbullition,0.637644,,15.85,1,
Sample,June_9_V2,V2,20230607092310,20230607092510,-4.425664,2.23545,Exp:HutchisonMosier,0.906102,,0.033116,0.136249,0.169365,1.307967,Exp:HutchisonMosier_noEbullition,0.940334,,16.05,1,
Sample,June_9_V3,V3,20230607092545,20230607092745,-4.480892,1.105934,Exp:HutchisonMosier,0.97806,,0.100588,0.274746,0.375334,1.347736,Exp:HutchisonMosier_noEbullition,0.918784,,16.65,1,
Sample,June_11_O1,O1,20230607111050,20230607111250,0.441651,0.181056,Exp:HutchisonMosier,0.882895,,0.025626,0.002241,0.027867,0.508995,Exp:HutchisonMosier_noEbullition,0.990449,,18.15,1,
Sample,June_11_O2,O2,20230607111355,20230607111555,0.849884,0.14659,Exp:HutchisonMosier,0.972728,,0.016958,0.048943,0.065901,1.093314,Exp:HutchisonMosier_noEbullition,0.937314,,18.8,1,
Sample,June_11_O3,O3,20230607112630,20230607112830,0.288616,0.235354,Exp:HutchisonMosier,0.863968,,0.048501,0.411237,0.459738,1.424676,Exp:HutchisonMosier_noEbullition,0.980723,,21.65,1,
Sample,June_11_V1,V1,20230607111745,20230607111945,-6.520712,0.449392,Exp:HutchisonMosier,0.997852,,0.045734,0.240143,0.285877,1.8972,Exp:HutchisonMosier_noEbullition,0.963569,,18.6,1,
Sample,June_11_V2,V2,20230607112055,20230607112255,-7.36322,0.331486,Exp:HutchisonMosier,0.999188,,0.024887,0.364824,0.389711,5.305338,Exp:HutchisonMosier_noEbullition,0.89099,,22.05,1,
Sample,June_11_V3,V3,20230607112330,20230607112550,-11.826562,1.423312,Exp:HutchisonMosier,0.993719,,0.028113,0.269129,0.297242,1.188065,Exp:HutchisonMosier_noEbullition,0.819729,,22.7,1,
Sample,June_12_O1,O1,20230607121900,20230607122100,0.268755,0.143912,Exp:HutchisonMosier,0.869049,,0.038308,0.030871,0.069179,0.797807,Exp:HutchisonMosier_noEbullition,0.974781,,21.5,1,
Sample,June_12_O2,O2,20230607121545,20230607121745,0.46486,0.125529,Exp:HutchisonMosier,0.961733,,0.017888,0,0.017888,0.271327,Exp:HutchisonMosier_noEbullition,0.994762,,19.95,1,
Sample,June_12_O3,O3,20230607123205,20230607123405,0.671018,0.116929,Exp:HutchisonMosier,0.96831,,0.027925,0,0.027925,0.214311,Exp:HutchisonMosier_noEbullition,0.998151,,22.85,1,
Sample,June_12_V1,V1,20230607122410,20230607122610,-5.116504,0.699696,Exp:HutchisonMosier,0.994213,,0.065599,0.227989,0.293588,0.315487,Exp:HutchisonMosier_noEbullition,0.959169,,21,1,
Sample,June_12_V2,V2,20230607122650,20230607122850,-7.445592,0.322888,Exp:HutchisonMosier,0.999144,,0.073176,0.150817,0.223993,1.641501,Exp:HutchisonMosier_noEbullition,0.987527,,23.55,1,
Sample,June_12_V3,V3,20230607122925,20230607123125,-11.681756,0.377245,Exp:HutchisonMosier,0.999549,,0.049252,0.361531,0.410783,1.26059,Exp:HutchisonMosier_noEbullition,0.932785,,24.6,1,
Sample,June_13_O1,O1,20230607132640,20230607132840,0.553004,0.140564,Exp:HutchisonMosier,0.936792,,0.024045,0.084003,0.108048,0.586634,Exp:HutchisonMosier_noEbullition,0.945504,,22.75,1,
Sample,June_13_O2,O2,20230607132920,20230607133120,0.630521,0.271459,Exp:HutchisonMosier,0.904865,,3.094531,-0.490201,2.60433,30.411229,Exp:HutchisonMosier_noEbullition,0.732547,,22.45,1,
Sample,June_13_O3,O3,20230607134055,20230607134255,0.662608,0.160266,Exp:HutchisonMosier,0.921399,,0.02829,0.246813,0.275103,0.624423,Exp:HutchisonMosier_noEbullition,0.988744,,20,1,
Sample,June_13_V1,V1,20230607133320,20230607133520,-6.27796,1.09465,Exp:HutchisonMosier,0.990651,,0.01947,0.237729,0.257199,1.211878,Exp:HutchisonMosier_noEbullition,0.892941,,22.45,1,
Sample,June_13_V2,V2,20230607133545,20230607133745,-5.991662,0.755428,Exp:HutchisonMosier,0.992249,,0.020238,0.060921,0.081159,2.157444,Exp:HutchisonMosier_noEbullition,0.556499,,24.45,1,
Sample,June_13_V3,V3,20230607133815,20230607134015,-7.375055,0.626757,Exp:HutchisonMosier,0.995807,,0.021236,0.597965,0.619201,0.9524,Exp:HutchisonMosier_noEbullition,0.970831,,22.4,1,
Sample,June_14_O1,O1,20230607141445,20230607141645,0.493775,0.137154,Exp:HutchisonMosier,0.932109,,0.019399,0.016104,0.035503,0.77508,Exp:HutchisonMosier_noEbullition,0.939328,,22.7,1,
Sample,June_14_O2,O2,20230607141715,20230607141915,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,,22,1,
Sample,June_14_O3,O3,20230607142850,20230607143050,0.105531,0.153229,Exp:HutchisonMosier,0.822253,,0.014394,0.322684,0.337078,2.14046,Exp:HutchisonMosier_noEbullition,0.742894,,18.55,1,
Sample,June_14_V1,V1,20230607142105,20230607142305,-3.910914,0.747937,Exp:HutchisonMosier,0.985223,,-0.012606,0.267852,0.255246,0.611021,Exp:HutchisonMosier_noEbullition,0.949001,,21,1,
Sample,June_14_V2,V2,20230607142330,20230607142530,-2.986206,0.210839,Exp:HutchisonMosier,0.99706,,0.05699,0.208433,0.265423,2.57891,Exp:HutchisonMosier_noEbullition,0.953746,,19.8,1,
Sample,June_14_V3,V3,20230607142600,20230607142800,-4.882089,0.745327,Exp:HutchisonMosier,0.989486,,0.009551,0.272872,0.282423,3.93166,Exp:HutchisonMosier_noEbullition,0.303686,,18.55,1,
Sample,June_15_O1,O1,20230607153735,20230607153935,0.087025,0.143329,Exp:HutchisonMosier,0.414854,,0.030097,0.001954,0.032051,0.307886,Exp:HutchisonMosier_noEbullition,0.996968,,22.6,1,
Sample,June_15_O3,O3,20230607155155,20230607155355,0.429328,0.128155,Exp:HutchisonMosier,0.701009,,0.03064,0,0.03064,0.313017,Exp:HutchisonMosier_noEbullition,0.993911,,20.5,1,
Sample,June_15_V1,V1,20230607154415,20230607154515,-2.705088,1.483014,Exp:HutchisonMosier,0.89803,,0.025942,0.295356,0.321298,0.850441,Exp:HutchisonMosier_noEbullition,0.353349,,21.65,1,
Sample,June_15_V2,V2,20230607154645,20230607154845,-2.397676,0.35278,Exp:HutchisonMosier,0.993485,,0.017435,0.178942,0.196377,1.488153,Exp:HutchisonMosier_noEbullition,0.884849,,20.1,1,
Sample,June_15_V3,V3,20230607154920,20230607155120,-5.386208,0.859882,Exp:HutchisonMosier,0.950105,,0.038417,0.394396,0.432813,0.816986,Exp:HutchisonMosier_noEbullition,0.747727,,19.6,1,
Sample,June_16_O1,O1,20230607164200,20230607164400,0.046243,0.172889,Exp:HutchisonMosier,0.000041,,0.012743,0.320143,0.332886,0.223201,Exp:HutchisonMosier_noEbullition,0.920972,,23.1,1,
Sample,June_16_O2,O2,20230607164430,20230607164630,0.357441,0.12415,Exp:HutchisonMosier,0.61649,,0.017095,0,0.017095,0.191135,Exp:HutchisonMosier_noEbullition,0.995693,,23.95,1,
Sample,June_16_O3,O3,20230607165555,20230607165755,1.111009,0.132001,Exp:HutchisonMosier,0.586389,,0.018712,0.052251,0.070963,0.419311,Exp:HutchisonMosier_noEbullition,0.982318,,22.35,1,
Sample,June_16_V1,V1,20230607164815,20230607165015,-6.59985,0.635548,Exp:HutchisonMosier,0.993692,,0.02571,0.254044,0.279754,1.48249,Exp:HutchisonMosier_noEbullition,0.947663,,23.25,1,
Sample,June_16_V2,V2,20230607165045,20230607165445,-4.459253,0.353627,Exp:HutchisonMosier,0.99632,,0.01851,0.211506,0.230016,0.837223,Exp:HutchisonMosier_noEbullition,0.927236,,23.3,1,
Sample,June_16_V3,V3,20230607165315,20230607165515,-6.587018,0.550785,Exp:HutchisonMosier,0.995548,,0.035854,0.25203,0.287884,1.17932,Exp:HutchisonMosier_noEbullition,0.978158,,23.15,1,
Sample,June_17_O1,O1,20230607173425,20230607173625,0.191767,0.132551,Exp:HutchisonMosier,0.407138,,0.020187,0.008178,0.028365,0.283855,Exp:HutchisonMosier_noEbullition,0.995514,,22.45,1,
Sample,June_17_O2,O2,20230607173655,20230607173855,0.216186,0.143643,Exp:HutchisonMosier,0.806525,,0.032384,0.149297,0.181681,1.796529,Exp:HutchisonMosier_noEbullition,0.820417,,23.65,1,
Sample,June_17_O3,O3,20230607174825,20230607175025,0.217508,0.503274,Exp:HutchisonMosier,0.019086,,0.007726,0.835057,0.842783,1.626298,Exp:HutchisonMosier_noEbullition,0.617573,,18.5,1,
Sample,June_17_V1,V1,20230607174035,20230607174235,-2.509823,0.470095,Exp:HutchisonMosier,0.983712,,0.016988,0.300074,0.317062,1.40688,Exp:HutchisonMosier_noEbullition,0.896849,,21.55,1,
Sample,June_17_V2,V2,20230607174310,20230607174510,-0.990256,0.184388,Exp:HutchisonMosier,0.977071,,0.056318,0.353234,0.409552,2.392848,Exp:HutchisonMosier_noEbullition,0.961803,,19.65,1,
Sample,June_17_V3,V3,20230607174540,20230607174740,-2.682898,0.296794,Exp:HutchisonMosier,0.9836,,0.022123,0.535979,0.558102,2.489319,Exp:HutchisonMosier_noEbullition,0.840327,,18.6,1,
Sample,June_18_O1,O1,20230607184230,20230607184430,0.406078,0.129528,Exp:HutchisonMosier,0.753812,,0.040754,0.031699,0.072453,0.928874,Exp:HutchisonMosier_noEbullition,0.964727,,22.05,1,
Sample,June_18_O2,O2,20230607184500,20230607184700,-4.143141,0.311756,Exp:HutchisonMosier,0.637424,,-9999,-9999,-9999,-9999,-9999,-9999,,21.5,1,
Sample,June_18_O3,O3,20230607185555,20230607185755,0.323855,0.113203,Exp:HutchisonMosier,0.922852,,0.013748,0.002396,0.016144,0.189015,Exp:HutchisonMosier_noEbullition,0.994111,,18.45,1,
Sample,June_18_V1,V1,20230607184830,20230607185130,-1.127971,0.749615,Exp:HutchisonMosier,0.847013,,0.013411,0.346028,0.359439,1.267161,Exp:HutchisonMosier_noEbullition,0.878103,,18.85,1,
Sample,June_18_V2,V2,20230607185050,20230607185250,-9999,-9999,-9999,-9999,,0.084557,0.137927,0.222484,0.830259,Exp:HutchisonMosier_noEbullition,0.995442,,18.25,1,
Sample,June_18_V3,V3,20230607185315,20230607185515,-0.170324,1.032737,Exp:HutchisonMosier,0.450705,,0.051166,0.370068,0.421234,0.408802,Exp:HutchisonMosier_noEbullition,0.553524,,17.55,1,
Sample,June_19_O1,O1,20230607190005,20230607190205,-0.035965,0.168381,Exp:HutchisonMosier,0.055536,,0.067551,0.333072,0.400623,3.803144,Exp:HutchisonMosier_noEbullition,0.208046,,19.45,1,
Sample,June_19_O2,O2,20230607190250,20230607190450,-9999,-9999,-9999,-9999,,0.005175,0.333295,0.33847,0.121456,Exp:HutchisonMosier_noEbullition,0.751335,,20.15,1,
Sample,June_19_O3,O3,20230607191450,20230607191650,0.435588,0.140659,Exp:HutchisonMosier,0.868932,,0.044589,0.019165,0.063754,1.006086,Exp:HutchisonMosier_noEbullition,0.984752,,17.65,1,
Sample,June_19_V1,V1,20230607190640,20230607190840,4.237348,0.555412,Exp:HutchisonMosier,0.943221,,0.010641,0.344875,0.355516,1.257221,Exp:HutchisonMosier_noEbullition,0.786029,,17.6,1,
Sample,June_19_V2,V2,20230607190905,20230607191105,-9999,-9999,-9999,-9999,,0.086539,0.135477,0.222016,0.771788,Exp:HutchisonMosier_noEbullition,0.996005,,17.5,1,
Sample,June_19_V3,V3,20230607191140,20230607191340,-1.03909,1.036392,Exp:HutchisonMosier,0.614639,,0.000377,0.430187,0.430564,0.992047,Exp:HutchisonMosier_noEbullition,0.034584,,17,1,
Sample,July_7_O1,O1,20230719071220,20230719071420,1.197474,0.122323,Exp:HutchisonMosier,0.98662,,-0.000795,0.1501,0.149305,0.143407,Exp:HutchisonMosier_noEbullition,0.787492,,16.55,1,
Sample,July_7_O2,O2,20230719071545,20230719071745,2.036365,0.333858,Exp:HutchisonMosier,0.97132,,0.012348,0,0.012348,0.507713,Exp:HutchisonMosier_noEbullition,0.910843,,16.35,1,
Sample,July_7_O3,O3,20230719073030,20230719073230,0.83781,0.269042,Exp:HutchisonMosier,0.890065,,-9999,-9999,-9999,-9999,-9999,-9999,,14.05,1,
Sample,July_7_V1,V1,20230719072045,20230719072245,2.875369,0.399574,Exp:HutchisonMosier,0.973404,,0.114504,0.002138,0.116642,0.615607,Exp:HutchisonMosier_noEbullition,0.997015,,15.45,1,
Sample,July_7_V2,V2,20230719072410,20230719072610,3.567822,0.398233,Exp:HutchisonMosier,0.98609,,0.051063,0.022065,0.073128,1.282769,Exp:HutchisonMosier_noEbullition,0.977475,,15,1,
Sample,July_7_V3,V3,20230719072715,20230719072915,19.26083,1.303269,Exp:HutchisonMosier,0.737487,,-9999,-9999,-9999,-9999,-9999,-9999,,14.85,1,
Sample,July_8_O1,O1,20230719081400,20230719081600,-2.877428,0.180747,Exp:HutchisonMosier,0.976928,,-0.007857,0.217183,0.209326,0.281896,Exp:HutchisonMosier_noEbullition,0.843875,,15.3,1,
Sample,July_8_O2,O2,20230719081640,20230719081840,2.008997,0.24166,Exp:HutchisonMosier,0.985054,,0.002853,0,0.002853,0.28004,Exp:HutchisonMosier_noEbullition,0.896996,,15.8,1,
Sample,July_8_O3,O3,20230719083030,20230719083230,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,15.7,1,
Sample,July_8_V1,V1,20230719082125,20230719082325,4.92697,3.010384,Exp:HutchisonMosier,0.704943,,0.06202,0.036532,0.098552,1.856456,Exp:HutchisonMosier_noEbullition,0.96163,,15.35,1,
Sample,July_8_V2,V2,20230719082435,20230719082635,14.664616,2.438377,Exp:HutchisonMosier,0.66873,,0.136091,0.016246,0.152337,2.349209,Exp:HutchisonMosier_noEbullition,0.909833,,16,1,
Sample,July_8_V3,V3,20230719082720,20230719082920,2.499927,1.184687,Exp:HutchisonMosier,0.80114,,0.034378,0.035543,0.069921,4.897892,Exp:HutchisonMosier_noEbullition,0.645577,,16.2,1,
Sample,July_9_O1,O1,20230719091635,20230719091835,1.481973,0.167245,Exp:HutchisonMosier,0.989945,,0.023888,0.146322,0.17021,0.399301,Exp:HutchisonMosier_noEbullition,0.776013,,19.9,1,
Sample,July_9_O2,O2,20230719091910,20230719092110,2.661219,0.330077,Exp:HutchisonMosier,0.985656,,-0.000143,0,-0.000143,0.075037,Exp:HutchisonMosier_noEbullition,0.262555,,20.25,1,
Sample,July_9_O3,O3,20230719093140,20230719093340,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,20.75,1,
Sample,July_9_V1,V1,20230719092300,20230719092500,3.86826,0.97463,Exp:HutchisonMosier,0.933993,,0.060938,0.01523,0.076168,2.395969,Exp:HutchisonMosier_noEbullition,0.93923,,18.85,1,
Sample,July_9_V2,V2,20230719092545,20230719092745,10.849444,4.444984,Exp:HutchisonMosier,0.824427,,-0.004178,0.131543,0.127365,0.52831,Exp:HutchisonMosier_noEbullition,0.212937,,18.95,1,
Sample,July_9_V3,V3,20230719092820,20230719093020,-9999,-9999,-9999,-9999,,-0.013205,0.314851,0.301646,0.75733,Exp:HutchisonMosier_noEbullition,0.864433,,20.4,1,
Sample,July_10_O1,O1,20230719101245,20230719101445,0.473648,0.218652,Exp:HutchisonMosier,0.874084,,0.030155,0.060065,0.09022,0.378421,Exp:HutchisonMosier_noEbullition,0.898238,,23.15,1,
Sample,July_10_O2,O2,20230719101530,20230719101730,3.091285,0.35366,Exp:HutchisonMosier,0.983302,,0.00206,0,0.00206,0.047195,Exp:HutchisonMosier_noEbullition,0.97155,,22.25,1,
Sample,July_10_O3,O3,20230719102810,20230719103010,-1.125319,0.290117,Exp:HutchisonMosier,0.879053,,-0.005631,0.269098,0.263467,0.436446,Exp:HutchisonMosier_noEbullition,0.600957,,25.9,1,
Sample,July_10_V1,V1,20230719102005,20230719102205,-1.617662,0.716448,Exp:HutchisonMosier,0.92349,,0.069272,0.002138,0.07141,1.001453,Exp:HutchisonMosier_noEbullition,0.992555,,23,1,
Sample,July_10_V2,V2,20230719102240,20230719102440,4.834798,2.3225,Exp:HutchisonMosier,0.889046,,0.036799,0.028621,0.06542,5.885175,Exp:HutchisonMosier_noEbullition,0.656215,,23.2,1,
Sample,July_10_V3,V3,20230719102515,20230719102715,4.61135,3.247823,Exp:HutchisonMosier,0.592783,,-0.008176,0.116963,0.108787,0.978318,Exp:HutchisonMosier_noEbullition,0.887449,,23.75,1,
Sample,July_11_O1,O1,20230719112930,20230719113130,1.439962,0.201002,Exp:HutchisonMosier,0.987975,,-0.00833,0.110187,0.101857,0.869221,Exp:HutchisonMosier_noEbullition,0.64888,,22.95,1,
Sample,July_11_O2,O2,20230719113215,20230719113415,3.004406,0.215615,Exp:HutchisonMosier,0.994382,,0.002405,0,0.002405,0.016308,Exp:HutchisonMosier_noEbullition,0.998976,,22.6,1,
Sample,July_11_O3,O3,20230719114445,20230719114645,9.311832,0.223026,Exp:HutchisonMosier,0.031342,,-0.016023,-0.805934,-0.821957,0.012842,Exp:HutchisonMosier_noEbullition,0.673444,,27.65,1,
Sample,July_11_V1,V1,20230719113615,20230719113815,-31.227277,1.422364,Exp:HutchisonMosier,0.015491,,0.095342,0.031685,0.127027,1.772307,Exp:HutchisonMosier_noEbullition,0.978117,,26.7,1,
Sample,July_11_V2,V2,20230719113905,20230719114105,-9999,-9999,-9999,-9999,,0.068772,0.008772,0.077544,1.296122,Exp:HutchisonMosier_noEbullition,0.991498,,28.65,1,
Sample,July_11_V3,V3,20230719114145,20230719114345,5.212823,1.634658,Exp:HutchisonMosier,0.003204,,0.067361,0.071599,0.13896,1.106411,Exp:HutchisonMosier_noEbullition,0.984618,,28.7,1,
Sample,July_12_O1,O1,20230719120825,20230719121025,5.594783,0.38788,Exp:HutchisonMosier,0.93586,,-0.000609,0,-0.000609,0.027913,Exp:HutchisonMosier_noEbullition,0.971428,,25.35,1,
Sample,July_12_O2,O2,20230719121100,20230719121300,2.729577,0.311578,Exp:HutchisonMosier,0.99075,,0.000855,0,0.000855,0.069097,Exp:HutchisonMosier_noEbullition,0.918644,,24.7,1,
Sample,July_12_O3,O3,20230719122450,20230719122650,-0.297215,0.175088,Exp:HutchisonMosier,0.757411,,-9999,-0.392677,-9999.392677,0.297512,Exp:HutchisonMosier_noEbullition,0.998996,,29.5,1,
Sample,July_12_V1,V1,20230719121525,20230719121725,-9999,-9999,-9999,-9999,,0.081089,0.034076,0.115165,0.89976,Exp:HutchisonMosier_noEbullition,0.996184,,28.15,1,
Sample,July_12_V2,V2,20230719121935,20230719122135,1.692123,1.052221,Exp:HutchisonMosier,0.913904,,0.086614,0,0.086614,1.43067,Exp:HutchisonMosier_noEbullition,0.992619,,29.05,1,
Sample,July_12_V3,V3,20230719122200,20230719122400,-1.399087,3.093494,Exp:HutchisonMosier,0.644058,,0.005745,0.075322,0.081067,3.298819,Exp:HutchisonMosier_noEbullition,0.210503,,30.3,1,
Sample,July_13_O1,O1,20230719131750,20230719131950,1.947996,0.238786,Exp:HutchisonMosier,0.856893,,0.007988,0.145418,0.153406,1.976586,Exp:HutchisonMosier_noEbullition,0.470744,,29,1,
Sample,July_13_O2,O2,20230719132040,20230719132240,0.736891,1.000156,Exp:HutchisonMosier,0.526521,,0.0008,0,0.0008,0.105699,Exp:HutchisonMosier_noEbullition,0.815708,,27.3,1,
Sample,July_13_O3,O3,20230719133335,20230719133535,0.464858,0.394175,Exp:HutchisonMosier,0.71278,,-9999,-9999,-9999,-9999,-9999,-9999,,26,1,
Sample,July_13_V1,V1,20230719132435,20230719132635,-2.509912,1.576692,Exp:HutchisonMosier,0.79948,,0.086063,0.001967,0.08803,1.579601,Exp:HutchisonMosier_noEbullition,0.991258,,29.35,1,
Sample,July_13_V2,V2,20230719132730,20230719132930,-14.617081,2.016158,Exp:HutchisonMosier,0.071209,,0.073416,0.010942,0.084358,1.018175,Exp:HutchisonMosier_noEbullition,0.994439,,32.15,1,
Sample,July_13_V3,V3,20230719133045,20230719133245,6.984071,1.860494,Exp:HutchisonMosier,0.930943,,0.254241,0.046591,0.300832,2.178077,Exp:HutchisonMosier_noEbullition,0.953322,,28.4,1,
Sample,July_14_O1,O1,20230719141615,20230719141815,-0.12336,0.397436,Exp:HutchisonMosier,0.060233,,0.018516,0.337633,0.356149,0.480113,Exp:HutchisonMosier_noEbullition,0.819833,,28.95,1,
Sample,July_14_O2,O2,20230719141900,20230719142100,1.865904,0.303743,Exp:HutchisonMosier,0.98597,,0.002346,0,0.002346,0.048038,Exp:HutchisonMosier_noEbullition,0.990846,,27.6,1,
Sample,July_14_O3,O3,20230719143330,20230719143530,1.606002,0.184451,Exp:HutchisonMosier,0.444393,,-0.002316,1.324583,1.322267,0.140008,Exp:HutchisonMosier_noEbullition,0.826922,,23.5,1,
